Index,MlDomainName,MlIntentName,Utterance
506,Rider_Intents,Transfer_to_Agent,0
507,Rider_Intents,Transfer_to_Agent,Talk to a person
508,Rider_Intents,Transfer_to_Agent,Ugh I'm tired of talking to a robot send me to a human
509,Rider_Intents,Transfer_to_Agent,Connect me to an agent
510,Rider_Intents,Transfer_to_Agent,Speak with person
511,Rider_Intents,Transfer_to_Agent,Don't know how much I am paying you
512,Rider_Intents,Transfer_to_Agent,I don't love talking to a bot
513,Rider_Intents,Transfer_to_Agent,I need help from an agent!
514,Rider_Intents,Transfer_to_Agent,Ask agent
515,Rider_Intents,Transfer_to_Agent,Just connect me to a human.
516,Rider_Intents,Transfer_to_Agent,Can I ask someone?
517,Rider_Intents,Transfer_to_Agent,I really need to be transferred
518,Rider_Intents,Transfer_to_Agent,I want to go to an agent
519,Rider_Intents,Transfer_to_Agent,Transfer to supervisor
520,Rider_Intents,Transfer_to_Agent,want a real person
521,Rider_Intents,Transfer_to_Agent,transfer me to a human
522,Rider_Intents,Transfer_to_Agent,transfer to agent
523,Rider_Intents,Transfer_to_Agent,human being to talk to
524,Rider_Intents,Transfer_to_Agent,I'd like to learn more about your solar solution. Do you have someone available that can walk me and my wife through the benefits and costs?
525,Rider_Intents,Transfer_to_Agent,want to chat with a real person
526,Rider_Intents,Transfer_to_Agent,want to chat with a human being
527,Rider_Intents,Transfer_to_Agent,transfer me to a chat agent
528,Rider_Intents,Transfer_to_Agent,send me to a live agent
529,Rider_Intents,Transfer_to_Agent,want a real person
530,Rider_Intents,Transfer_to_Agent,transfer me to a human
531,Rider_Intents,Transfer_to_Agent,transfer to agent
532,Rider_Intents,Transfer_to_Agent,human being to talk to
533,Rider_Intents,Transfer_to_Agent,chat with a human
534,Rider_Intents,Transfer_to_Agent,send me to an agent
535,Rider_Intents,Transfer_to_Agent,a real person to chat with
536,Rider_Intents,Transfer_to_Agent,to talk to a live agent
537,Rider_Intents,Transfer_to_Agent,send me to a human
538,Rider_Intents,Transfer_to_Agent,do not want to chat with a bot
539,Rider_Intents,Transfer_to_Agent,how do I get to a human
540,Rider_Intents,Transfer_to_Agent,chat with a human
541,Rider_Intents,Transfer_to_Agent,how do I talk to a person
542,Rider_Intents,Transfer_to_Agent,want a human
543,Rider_Intents,Transfer_to_Agent,I want you to transfer me to a human right now
544,Rider_Intents,Transfer_to_Agent,really need a human being
545,Rider_Intents,Transfer_to_Agent,chat with a live agent
546,Rider_Intents,Transfer_to_Agent,really need a human being
547,Rider_Intents,Transfer_to_Agent,I want you to transfer me to a human right now
548,Rider_Intents,Transfer_to_Agent,want a human
549,Rider_Intents,Transfer_to_Agent,how do I talk to a person
550,Rider_Intents,Transfer_to_Agent,chat with a human
551,Rider_Intents,Transfer_to_Agent,how do I get to a human
552,Rider_Intents,Transfer_to_Agent,do not want to chat with a bot
553,Rider_Intents,Transfer_to_Agent,send me to a human
554,Rider_Intents,Transfer_to_Agent,to talk to a live agent
555,Rider_Intents,Transfer_to_Agent,a real person to chat with
556,Rider_Intents,Transfer_to_Agent,send me to an agent
557,Rider_Intents,Transfer_to_Agent,chat with a human
558,Rider_Intents,Transfer_to_Agent,human being to talk to
559,Rider_Intents,Transfer_to_Agent,transfer to agent
560,Rider_Intents,Transfer_to_Agent,transfer me to a human
561,Rider_Intents,Transfer_to_Agent,want a real person
562,Rider_Intents,Transfer_to_Agent,send me to a live agent
563,Rider_Intents,Transfer_to_Agent,transfer me to a chat agent
564,Rider_Intents,Transfer_to_Agent,want to chat with a human being
565,Rider_Intents,Transfer_to_Agent,want to chat with a real person
